<NUMBER OF NODES> 	10538
<NUMBER OF LINKS> 	28178
<END OF METADATA>		


~ 	Tail 	Head 	: 	Volume 	Cost 	; 
	8348 	8352 	: 	0 	inf 	; 
	8348 	8357 	: 	4539.19 	12.6964 	; 
	8349 	1284 	: 	4469.42 	1.52793 	; 
	8349 	8355 	: 	0 	inf 	; 
	8350 	1286 	: 	0 	inf 	; 
	8350 	8353 	: 	3710.52 	1.13968 	; 
	8351 	1289 	: 	3541.42 	27.9846 	; 
	8351 	8347 	: 	0 	inf 	; 
	8352 	5237 	: 	0 	inf 	; 
	8352 	8348 	: 	4539.19 	1.05297 	; 
	8353 	5237 	: 	3710.52 	6.33923 	; 
	8353 	8350 	: 	0 	inf 	; 
	8354 	1280 	: 	0 	inf 	; 
	8354 	8355 	: 	4469.42 	0.829492 	; 
	8355 	8349 	: 	4469.42 	11.5138 	; 
	8355 	8354 	: 	0 	inf 	; 
	8356 	1278 	: 	5212.92 	4.71217 	; 
	8356 	8357 	: 	0 	inf 	; 
	8357 	8348 	: 	0 	inf 	; 
	8357 	8356 	: 	5212.92 	1.11489 	; 
	8358 	4974 	: 	452.721 	1.27684 	; 
	8358 	8675 	: 	0 	inf 	; 
	8359 	1274 	: 	0 	inf 	; 
	8359 	1283 	: 	4460.09 	1.59489 	; 
	8360 	1273 	: 	5525.18 	12.4247 	; 
	8360 	1279 	: 	0 	inf 	; 
	8360 	4871 	: 	0 	inf 	; 
	8361 	3683 	: 	0 	48.7567 	; 
	8361 	3684 	: 	434.067 	40.3836 	; 
	8361 	5302 	: 	37 	48.8734 	; 
	8361 	9549 	: 	262.673 	4.47006 	; 
	8362 	4277 	: 	0 	1.74279 	; 
	8363 	474 	: 	109.6 	17.9077 	; 
	8364 	4908 	: 	0 	inf 	; 
	8364 	4910 	: 	74.4 	8.03523 	; 
	8364 	10428 	: 	6427.85 	7.82182 	; 
	8365 	445 	: 	5078.65 	4.26706 	; 
	8365 	1371 	: 	158.655 	6.31216 	; 
	8365 	2457 	: 	0 	inf 	; 
	8366 	1127 	: 	5471.96 	4.0105 	; 
	8366 	8393 	: 	992.568 	5.57035 	; 
	8366 	10512 	: 	0 	inf 	; 
	8367 	2864 	: 	7120.14 	5.54007 	; 
	8367 	8370 	: 	0 	inf 	; 
	8368 	365 	: 	0 	inf 	; 
	8368 	5051 	: 	0 	inf 	; 
	8368 	8917 	: 	6300.74 	4.92422 	; 
	8369 	1128 	: 	0 	inf 	; 
	8369 	3658 	: 	8224.95 	11.6967 	; 
	8369 	8405 	: 	0 	inf 	; 
	8370 	3840 	: 	0 	inf 	; 
	8370 	8367 	: 	7120.14 	0.723055 	; 
	8371 	2090 	: 	924.4 	6.73377 	; 
	8371 	8372 	: 	0 	inf 	; 
	8372 	8371 	: 	924.4 	1.58375 	; 
	8372 	10505 	: 	0 	inf 	; 
	8373 	2096 	: 	6370.89 	1.24596 	; 
	8373 	2097 	: 	0 	inf 	; 
	8373 	8377 	: 	0 	inf 	; 
	8374 	2411 	: 	439.24 	28.2496 	; 
	8374 	2412 	: 	0 	inf 	; 
	8375 	293 	: 	0 	inf 	; 
	8375 	2437 	: 	7120.68 	44.5568 	; 
	8375 	5022 	: 	1974.47 	22.4923 	; 
	8376 	2092 	: 	830.314 	11.8221 	; 
	8376 	5011 	: 	75.3333 	10.1528 	; 
	8376 	5324 	: 	0 	inf 	; 
	8377 	2098 	: 	0 	inf 	; 
	8377 	8373 	: 	408.467 	2.2278 	; 
	8378 	493 	: 	0 	inf 	; 
	8378 	3285 	: 	230.531 	5.45581 	; 
	8379 	493 	: 	0 	inf 	; 
	8379 	494 	: 	0 	inf 	; 
	8379 	10501 	: 	7052.53 	9.72027 	; 
	8380 	5287 	: 	0 	inf 	; 
	8380 	10260 	: 	184.067 	1.02545 	; 
	8381 	2310 	: 	4845.4 	2.78465 	; 
	8381 	2311 	: 	1182.56 	4.83133 	; 
	8381 	2312 	: 	0 	inf 	; 
	8382 	2306 	: 	275.733 	3.3743 	; 
	8382 	2334 	: 	0 	inf 	; 
	8382 	8390 	: 	1033.71 	1.86315 	; 
	8383 	8387 	: 	814.7 	5.21492 	; 
	8383 	8389 	: 	0 	inf 	; 
	8384 	2113 	: 	0 	inf 	; 
	8384 	9074 	: 	9644.56 	34.3005 	; 
	8384 	10245 	: 	1658.69 	4.97318 	; 
	8385 	2333 	: 	814.7 	1.37768 	; 
	8385 	5002 	: 	0 	inf 	; 
	8386 	1543 	: 	6949.48 	21.2867 	; 
	8386 	5041 	: 	0 	inf 	; 
	8386 	8398 	: 	0 	inf 	; 
	8387 	2318 	: 	0 	inf 	; 
	8387 	8383 	: 	0 	inf 	; 
	8387 	10382 	: 	1888.83 	11.0389 	; 
	8388 	2334 	: 	1309.44 	1.60577 	; 
	8388 	5002 	: 	0 	inf 	; 
	8389 	2333 	: 	0 	inf 	; 
	8389 	8383 	: 	814.7 	2.1339 	; 
	8390 	5003 	: 	1033.71 	1.61514 	; 
	8390 	8382 	: 	0 	inf 	; 
	8391 	7746 	: 	76.6299 	6.47308 	; 
	8391 	8404 	: 	0 	inf 	; 
	8392 	2838 	: 	1209.54 	1.71762 	; 
	8392 	8400 	: 	0 	inf 	; 
	8393 	1107 	: 	992.568 	1.13722 	; 
	8393 	8366 	: 	0 	inf 	; 
	8394 	8396 	: 	6949.48 	9.12078 	; 
	8394 	8407 	: 	0 	inf 	; 
	8395 	5560 	: 	10163.4 	2.78431 	; 
	8395 	10233 	: 	0 	inf 	; 
	8396 	8394 	: 	0 	inf 	; 
	8396 	8398 	: 	6949.48 	1.24053 	; 
	8397 	8612 	: 	0 	inf 	; 
	8397 	8766 	: 	7305.18 	1.42825 	; 
	8398 	8386 	: 	6949.48 	11.9866 	; 
	8398 	8396 	: 	0 	inf 	; 
	8399 	2336 	: 	812.267 	5.76407 	; 
	8399 	2337 	: 	0 	inf 	; 
	8400 	8392 	: 	1209.54 	7.57495 	; 
	8400 	8413 	: 	0 	inf 	; 
	8401 	5007 	: 	0 	inf 	; 
	8401 	8408 	: 	2304.98 	3.19809 	; 
	8402 	8403 	: 	6949.48 	1.41646 	; 
	8402 	9031 	: 	0 	inf 	; 
	8403 	8402 	: 	0 	inf 	; 
	8403 	8407 	: 	6949.48 	6.29906 	; 
	8404 	1933 	: 	1503.64 	1.23048 	; 
	8404 	2838 	: 	0 	inf 	; 
	8404 	8391 	: 	76.6299 	1.10207 	; 
	8405 	1099 	: 	0 	inf 	; 
	8405 	8369 	: 	1936.62 	13.5458 	; 
	8406 	2338 	: 	0 	inf 	; 
	8406 	8410 	: 	1862.91 	1.77054 	; 
	8407 	8394 	: 	6949.48 	2.71395 	; 
	8407 	8403 	: 	0 	inf 	; 
	8408 	5014 	: 	2304.98 	8.23869 	; 
	8408 	8401 	: 	0 	inf 	; 
	8409 	1126 	: 	5471.96 	15.0107 	; 
	8409 	1127 	: 	0 	inf 	; 
	8410 	2336 	: 	1862.91 	7.59811 	; 
	8410 	8406 	: 	0 	inf 	; 
	8411 	529 	: 	0 	inf 	; 
	8411 	2829 	: 	0 	inf 	; 
	8411 	3551 	: 	2091.41 	0.735925 	; 
	8411 	3553 	: 	0 	3.53949 	; 
	8412 	5007 	: 	0 	inf 	; 
	8412 	8611 	: 	553.267 	1.75592 	; 
	8413 	8400 	: 	1209.54 	3.24675 	; 
	8413 	9698 	: 	0 	inf 	; 
	8414 	1329 	: 	801.561 	3.85914 	; 
	8414 	2847 	: 	54 	8.51125 	; 
	8414 	5210 	: 	0 	inf 	; 
	8415 	3923 	: 	1358.58 	15.6668 	; 
	8415 	3955 	: 	0 	20.0295 	; 
	8415 	7966 	: 	0 	inf 	; 
	8416 	2513 	: 	361.633 	6.24076 	; 
	8416 	2527 	: 	0 	inf 	; 
	8416 	2541 	: 	0 	inf 	; 
	8416 	8466 	: 	891.4 	0.498475 	; 
	8416 	8469 	: 	0 	inf 	; 
	8417 	4824 	: 	0 	inf 	; 
	8417 	7650 	: 	1438.93 	19.2618 	; 
	8417 	9831 	: 	10921.4 	17.2788 	; 
	8418 	3374 	: 	54 	90.8238 	; 
	8418 	3949 	: 	3477.63 	29.4553 	; 
	8418 	4305 	: 	821.933 	1.27784 	; 
	8418 	4356 	: 	0 	inf 	; 
	8419 	172 	: 	294.6 	9.37092 	; 
	8419 	2679 	: 	751.915 	19.185 	; 
	8419 	3140 	: 	471.2 	19.9159 	; 
	8420 	221 	: 	0 	inf 	; 
	8420 	5457 	: 	0 	inf 	; 
	8420 	5962 	: 	5434.07 	26.6836 	; 
	8421 	98 	: 	0 	10.6821 	; 
	8421 	1431 	: 	0 	inf 	; 
	8421 	1836 	: 	0 	7.90775 	; 
	8422 	3243 	: 	1195.53 	18.3101 	; 
	8422 	8102 	: 	8779.27 	31.7413 	; 
	8422 	8423 	: 	0 	inf 	; 
	8423 	8422 	: 	9974.8 	18.9501 	; 
	8423 	8424 	: 	0 	inf 	; 
	8424 	4253 	: 	0 	inf 	; 
	8424 	8423 	: 	9974.8 	2.82766 	; 
	8425 	3342 	: 	1305.32 	21.83 	; 
	8425 	4303 	: 	1789.3 	1.16558 	; 
	8425 	8426 	: 	0 	inf 	; 
	8426 	8125 	: 	1289.2 	1.8014 	; 
	8426 	8425 	: 	3094.63 	44.1296 	; 
	8426 	8496 	: 	0 	inf 	; 
	8427 	8434 	: 	2676.99 	2.15484 	; 
	8427 	8551 	: 	0 	inf 	; 
	8427 	8836 	: 	0 	inf 	; 
	8428 	1486 	: 	3211.63 	0.709827 	; 
	8428 	8429 	: 	0 	inf 	; 
	8429 	1110 	: 	0 	inf 	; 
	8429 	8428 	: 	3211.63 	12.2421 	; 
	8430 	8431 	: 	0 	inf 	; 
	8430 	8435 	: 	2447.65 	10.091 	; 
	8431 	8430 	: 	2447.65 	1.33249 	; 
	8431 	8432 	: 	0 	inf 	; 
	8431 	8840 	: 	0 	inf 	; 
	8432 	8431 	: 	133.4 	3.34732 	; 
	8432 	8882 	: 	0 	inf 	; 
	8433 	1104 	: 	2676.99 	4.99387 	; 
	8433 	8434 	: 	0 	inf 	; 
	8434 	8427 	: 	0 	inf 	; 
	8434 	8433 	: 	2676.99 	12.2293 	; 
	8435 	8430 	: 	0 	inf 	; 
	8435 	8545 	: 	2447.65 	0.313795 	; 
	8436 	1484 	: 	2601.62 	1.2971 	; 
	8436 	1485 	: 	0 	inf 	; 
	8437 	1485 	: 	2601.62 	3.15518 	; 
	8437 	8883 	: 	0 	inf 	; 
	8438 	3371 	: 	0 	21.6534 	; 
	8439 	7720 	: 	5102.92 	3.78897 	; 
	8439 	8440 	: 	0 	inf 	; 
	8440 	3864 	: 	823.15 	17.2507 	; 
	8440 	7802 	: 	0 	inf 	; 
	8440 	8439 	: 	5102.92 	11.5807 	; 
	8441 	8442 	: 	0 	inf 	; 
	8441 	8443 	: 	1013.56 	2.01124 	; 
	8442 	3141 	: 	0 	inf 	; 
	8442 	8441 	: 	1013.56 	2.74412 	; 
	8443 	3864 	: 	1013.56 	8.39411 	; 
	8443 	8441 	: 	0 	inf 	; 
	8444 	3356 	: 	0 	inf 	; 
	8444 	4655 	: 	0 	6.46685 	; 
	8444 	8445 	: 	0 	inf 	; 
	8445 	3356 	: 	0 	2.25453 	; 
	8445 	4653 	: 	0 	27.4477 	; 
	8445 	8444 	: 	0 	1.62581 	; 
	8446 	4546 	: 	203.733 	15.9968 	; 
	8446 	7652 	: 	62 	1.96468 	; 
	8446 	8452 	: 	0 	inf 	; 
	8447 	2733 	: 	0 	inf 	; 
	8447 	8453 	: 	723.044 	0.930842 	; 
	8448 	3329 	: 	2056.84 	0.613863 	; 
	8448 	8451 	: 	0 	inf 	; 
	8449 	8450 	: 	0 	inf 	; 
	8449 	8733 	: 	1898.9 	11.3696 	; 
	8450 	2733 	: 	0 	inf 	; 
	8450 	8449 	: 	1898.9 	0.610295 	; 
	8451 	5128 	: 	0 	inf 	; 
	8451 	8448 	: 	2056.84 	1.28423 	; 
	8451 	8565 	: 	0 	inf 	; 
	8452 	2791 	: 	0 	inf 	; 
	8452 	8446 	: 	0 	1.04145 	; 
	8453 	8447 	: 	0 	inf 	; 
	8453 	9150 	: 	723.044 	16.7989 	; 
	8454 	9150 	: 	291.467 	12.6035 	; 
	8454 	9151 	: 	0 	inf 	; 
	8455 	2795 	: 	0 	inf 	; 
	8455 	7744 	: 	74.8667 	5.04497 	; 
	8456 	1381 	: 	0 	inf 	; 
	8456 	3330 	: 	252.6 	12.9203 	; 
	8457 	2526 	: 	0 	inf 	; 
	8457 	2536 	: 	410.8 	2.13655 	; 
	8457 	8475 	: 	0 	inf 	; 
	8458 	8462 	: 	0 	inf 	; 
	8458 	8463 	: 	210.64 	0.713243 	; 
	8459 	2400 	: 	7401.75 	10.4212 	; 
	8459 	8473 	: 	0 	inf 	; 
	8460 	2476 	: 	795.063 	23.836 	; 
	8460 	8469 	: 	0 	inf 	; 
	8460 	8475 	: 	411.933 	16.3437 	; 
	8461 	2374 	: 	2394.48 	9.37737 	; 
	8461 	2375 	: 	0 	inf 	; 
	8462 	8458 	: 	210.64 	15.8622 	; 
	8462 	8476 	: 	0 	inf 	; 
	8463 	326 	: 	210.64 	23.5257 	; 
	8463 	8458 	: 	0 	inf 	; 
	8464 	325 	: 	0 	inf 	; 
	8464 	8472 	: 	2394.48 	0.931269 	; 
	8465 	2528 	: 	10242.1 	0.889453 	; 
	8465 	8467 	: 	0 	inf 	; 
	8466 	2530 	: 	101.737 	3.07616 	; 
	8466 	8416 	: 	0 	inf 	; 
	8466 	8469 	: 	1299.93 	0.40922 	; 
	8466 	8471 	: 	0 	inf 	; 
	8467 	399 	: 	0 	inf 	; 
	8467 	2540 	: 	0 	inf 	; 
	8467 	8465 	: 	10242.1 	17.6916 	; 
	8468 	2536 	: 	1.6 	34.3897 	; 
	8468 	8477 	: 	0 	1.20127 	; 
	8469 	2533 	: 	0 	inf 	; 
	8469 	8416 	: 	128.933 	0.44087 	; 
	8469 	8460 	: 	1207 	1.57173 	; 
	8469 	8466 	: 	0 	inf 	; 
	8470 	2399 	: 	7148.39 	0.782915 	; 
	8470 	2400 	: 	0 	inf 	; 
	8471 	2513 	: 	0 	inf 	; 
	8471 	2530 	: 	198.92 	4.88641 	; 
	8471 	8466 	: 	510.267 	3.68383 	; 
	8472 	2375 	: 	2394.48 	21.0305 	; 
	8472 	8464 	: 	0 	inf 	; 
	8473 	410 	: 	0 	inf 	; 
	8473 	2529 	: 	0 	inf 	; 
	8473 	8459 	: 	7401.75 	0.776856 	; 
	8474 	2529 	: 	762.567 	9.48207 	; 
	8474 	2536 	: 	0 	inf 	; 
	8474 	7878 	: 	971.2 	2.94865 	; 
	8475 	2525 	: 	146.333 	8.45161 	; 
	8475 	8457 	: 	265.6 	3.25977 	; 
	8475 	8460 	: 	0 	inf 	; 
	8476 	409 	: 	0 	inf 	; 
	8476 	8462 	: 	210.64 	0.683859 	; 
	8477 	2535 	: 	0 	13.6736 	; 
	8477 	8468 	: 	1.6 	1.20127 	; 
	8478 	2540 	: 	10113.9 	0.98306 	; 
	8478 	8500 	: 	0 	inf 	; 
	8479 	2193 	: 	0 	inf 	; 
	8479 	2814 	: 	86 	3.61364 	; 
	8480 	2964 	: 	0 	inf 	; 
	8480 	5987 	: 	267.733 	23.6178 	; 
	8480 	7963 	: 	0 	1.41569 	; 
	8480 	8482 	: 	0 	inf 	; 
	8481 	2195 	: 	0 	inf 	; 
	8481 	8482 	: 	0 	8.34181 	; 
	8482 	8480 	: 	0 	15.3352 	; 
	8482 	8481 	: 	0 	inf 	; 
	8483 	6515 	: 	0 	18.7905 	; 
	8483 	8484 	: 	0 	inf 	; 
	8484 	2963 	: 	0 	inf 	; 
	8484 	8483 	: 	0 	5.37232 	; 
	8485 	4935 	: 	0 	inf 	; 
	8485 	7963 	: 	353.733 	25.4416 	; 
	8486 	1184 	: 	0 	inf 	; 
	8486 	8076 	: 	0 	1.81566 	; 
	8486 	8077 	: 	1165.19 	4.09666 	; 
	8487 	1184 	: 	1165.19 	8.23406 	; 
	8487 	7981 	: 	0 	inf 	; 
	8488 	2895 	: 	427.4 	26.4113 	; 
	8488 	2900 	: 	0 	inf 	; 
	8489 	2522 	: 	587.867 	4.58366 	; 
	8489 	2539 	: 	0 	inf 	; 
	8489 	8492 	: 	0 	inf 	; 
	8490 	8491 	: 	0 	inf 	; 
	8490 	8492 	: 	407.533 	15.4918 	; 
	8490 	10254 	: 	0 	inf 	; 
	8491 	2654 	: 	0 	inf 	; 
	8491 	8490 	: 	285.267 	6.44469 	; 
	8491 	10253 	: 	97.6 	9.85752 	; 
	8492 	401 	: 	128.2 	10.8314 	; 
	8492 	8489 	: 	279.333 	5.96936 	; 
	8492 	8490 	: 	0 	inf 	; 
	8493 	2537 	: 	0 	inf 	; 
	8493 	2654 	: 	288.7 	0.561594 	; 
	8493 	8494 	: 	0 	inf 	; 
	8494 	8493 	: 	157.6 	7.84928 	; 
	8494 	10255 	: 	173.8 	10.3708 	; 
	8494 	10256 	: 	0 	inf 	; 
	8495 	2522 	: 	0 	inf 	; 
	8495 	2538 	: 	-2.13163e-14 	8.01647 	; 
	8495 	10256 	: 	285.8 	5.49164 	; 
	8496 	3235 	: 	423.4 	1.36354 	; 
	8496 	3533 	: 	134 	81.3146 	; 
	8496 	3949 	: 	0 	inf 	; 
	8496 	8426 	: 	3555.96 	22.5579 	; 
	8497 	1405 	: 	107.6 	45.6419 	; 
	8497 	9778 	: 	4 	62.8591 	; 
	8498 	1391 	: 	12419.2 	23.8776 	; 
	8498 	3335 	: 	0 	inf 	; 
	8498 	10495 	: 	609.733 	13.598 	; 
	8499 	8010 	: 	0 	inf 	; 
	8499 	8501 	: 	257.687 	1.8919 	; 
	8500 	2539 	: 	354.133 	11.2068 	; 
	8500 	8478 	: 	10113.9 	12.9688 	; 
	8500 	9254 	: 	0 	inf 	; 
	8501 	8013 	: 	257.687 	3.41436 	; 
	8501 	8499 	: 	0 	inf 	; 
	8502 	8907 	: 	0 	inf 	; 
	8502 	10035 	: 	697.517 	14.1864 	; 
	8502 	10036 	: 	2111.03 	9.45351 	; 
	8503 	5752 	: 	0 	2.26297 	; 
	8503 	6077 	: 	0 	44.1488 	; 
	8504 	10034 	: 	697.517 	3.30653 	; 
	8504 	10035 	: 	0 	inf 	; 
	8505 	5752 	: 	684.067 	5.2672 	; 
	8505 	9974 	: 	0 	inf 	; 
	8506 	8507 	: 	0 	inf 	; 
	8506 	9987 	: 	5222.17 	9.37506 	; 
	8507 	3729 	: 	0 	inf 	; 
	8507 	8506 	: 	5222.17 	1.37334 	; 
	8508 	7844 	: 	375.533 	2.27437 	; 
	8508 	10021 	: 	0 	inf 	; 
	8508 	10023 	: 	0 	5.2123 	; 
	8509 	8510 	: 	0 	inf 	; 
	8509 	9354 	: 	6843.38 	14.019 	; 
	8510 	8509 	: 	6843.38 	1.43794 	; 
	8510 	9382 	: 	0 	inf 	; 
	8511 	2358 	: 	146.4 	8.06149 	; 
	8511 	4906 	: 	0 	inf 	; 
	8511 	4921 	: 	10280.6 	10.8062 	; 
	8512 	2938 	: 	0 	59.6919 	; 
	8513 	2937 	: 	667.867 	8.64422 	; 
	8513 	7853 	: 	0 	inf 	; 
	8513 	7854 	: 	2322.13 	4.48655 	; 
	8514 	2918 	: 	875.097 	29.6237 	; 
	8514 	8627 	: 	1433.09 	0.54297 	; 
	8515 	1364 	: 	8635.41 	7.81654 	; 
	8515 	4904 	: 	2292.8 	12.4621 	; 
	8515 	10435 	: 	0 	inf 	; 
	8516 	8517 	: 	0 	inf 	; 
	8516 	9160 	: 	10.8 	8.75496 	; 
	8516 	9425 	: 	0 	inf 	; 
	8517 	8516 	: 	6.8 	5.87443 	; 
	8517 	9158 	: 	1430.93 	4.73318 	; 
	8517 	9424 	: 	125.633 	6.21697 	; 
	8518 	2793 	: 	169.6 	1.39713 	; 
	8518 	4819 	: 	138.733 	16.1667 	; 
	8518 	6434 	: 	140.667 	4.5465 	; 
	8519 	285 	: 	2444.21 	2.37867 	; 
	8519 	5422 	: 	0 	inf 	; 
	8520 	2363 	: 	0 	27.9064 	; 
	8520 	2456 	: 	1234.74 	17.2983 	; 
	8520 	10115 	: 	0 	inf 	; 
	8521 	285 	: 	0 	inf 	; 
	8521 	3330 	: 	2444.21 	8.18283 	; 
	8522 	3275 	: 	78 	2.66388 	; 
	8522 	5284 	: 	134.7 	20.7633 	; 
	8523 	8524 	: 	0 	24.034 	; 
	8524 	3276 	: 	97.1333 	25.0735 	; 
	8524 	3446 	: 	0 	17.5225 	; 
	8524 	5284 	: 	94 	10.0955 	; 
	8524 	8523 	: 	0 	24.034 	; 
	8525 	4908 	: 	5646.45 	6.49042 	; 
	8525 	10447 	: 	0 	inf 	; 
	8526 	4915 	: 	0 	inf 	; 
	8526 	5670 	: 	1542.8 	9.97142 	; 
	8526 	8014 	: 	0 	inf 	; 
	8527 	3281 	: 	370.733 	8.0138 	; 
	8527 	8528 	: 	506.1 	9.99472 	; 
	8528 	8527 	: 	370.733 	9.92537 	; 
	8528 	8636 	: 	85.6333 	126.753 	; 
	8529 	2788 	: 	628.467 	9.10765 	; 
	8529 	6253 	: 	0 	inf 	; 
	8529 	7541 	: 	919.367 	6.03347 	; 
	8529 	8636 	: 	60 	58.2788 	; 
	8530 	7542 	: 	312.4 	4.49148 	; 
	8530 	7543 	: 	881.333 	13.7366 	; 
	8531 	8532 	: 	1189.9 	13.658 	; 
	8531 	10352 	: 	718.067 	12.989 	; 
	8532 	6900 	: 	12 	22.1589 	; 
	8532 	6901 	: 	503.302 	10.8329 	; 
	8532 	8531 	: 	718.067 	10.9193 	; 
	8532 	8533 	: 	766.2 	18.9405 	; 
	8533 	7221 	: 	0 	47.6757 	; 
	8533 	8532 	: 	587.867 	18.3321 	; 
	8533 	8534 	: 	960.199 	17.5431 	; 
	8534 	8533 	: 	540.8 	15.7588 	; 
	8534 	8535 	: 	960.199 	7.81512 	; 
	8535 	2781 	: 	4753 	11.5937 	; 
	8535 	2951 	: 	1063.4 	12.1009 	; 
	8535 	4516 	: 	3322.77 	13.4952 	; 
	8535 	8534 	: 	540.8 	7.02025 	; 
	8536 	134 	: 	0 	64.0524 	; 
	8537 	2290 	: 	0 	inf 	; 
	8537 	2664 	: 	0 	53.5554 	; 
	8537 	3413 	: 	0 	2.793 	; 
	8538 	4279 	: 	0 	19.9606 	; 
	8538 	8539 	: 	0 	2.65588 	; 
	8539 	4280 	: 	0 	4.14009 	; 
	8539 	8538 	: 	0 	2.65588 	; 
	8540 	4586 	: 	2061.53 	76.557 	; 
	8541 	4631 	: 	1924.83 	0.292362 	; 
	8541 	4639 	: 	0 	inf 	; 
	8541 	6957 	: 	0 	inf 	; 
	8542 	5916 	: 	8 	32.9681 	; 
	8542 	7364 	: 	256.267 	27.8631 	; 
	8542 	8552 	: 	174 	7.75787 	; 
	8543 	4632 	: 	1497.79 	8.77059 	; 
	8543 	8544 	: 	93.1818 	3.18755 	; 
	8544 	3826 	: 	93.1818 	10.5751 	; 
	8544 	8543 	: 	1497.79 	5.5938 	; 
	8545 	8435 	: 	0 	inf 	; 
	8545 	8546 	: 	2447.65 	23.7735 	; 
	8546 	8545 	: 	0 	inf 	; 
	8546 	8547 	: 	2447.65 	3.36827 	; 
	8547 	8546 	: 	0 	inf 	; 
	8547 	8548 	: 	2447.65 	4.78719 	; 
	8548 	3611 	: 	1701.83 	13.8961 	; 
	8548 	7840 	: 	745.816 	5.89621 	; 
	8548 	8547 	: 	0 	inf 	; 
	8549 	8550 	: 	0 	inf 	; 
	8549 	8882 	: 	133.4 	3.70018 	; 
	8550 	1486 	: 	0 	inf 	; 
	8550 	7006 	: 	2702.23 	76.9264 	; 
	8550 	8549 	: 	133.4 	6.63064 	; 
	8550 	8551 	: 	1313.53 	10.0628 	; 
	8551 	2662 	: 	1256.06 	25.1539 	; 
	8551 	8427 	: 	75.3688 	15.4363 	; 
	8551 	8550 	: 	2252.03 	10.0893 	; 
	8551 	8835 	: 	0 	inf 	; 
	8552 	7240 	: 	414.5 	39.7001 	; 
	8552 	8542 	: 	115.4 	7.75124 	; 
	8553 	8088 	: 	11459 	17.4962 	; 
	8553 	8878 	: 	0 	inf 	; 
	8554 	5108 	: 	0 	inf 	; 
	8554 	8555 	: 	10082 	12.5095 	; 
	8555 	4825 	: 	0 	inf 	; 
	8555 	8554 	: 	0 	inf 	; 
	8555 	8880 	: 	10742.5 	1.70397 	; 
	8556 	5471 	: 	0 	inf 	; 
	8556 	8557 	: 	9790.22 	2.05564 	; 
	8557 	5599 	: 	9790.22 	1.27866 	; 
	8557 	8556 	: 	0 	inf 	; 
	8558 	2726 	: 	4959.37 	1.5597 	; 
	8558 	5598 	: 	0 	inf 	; 
	8559 	7368 	: 	0 	1.24643 	; 
	8559 	8560 	: 	0 	4.59084 	; 
	8560 	1976 	: 	0 	18.5362 	; 
	8560 	8559 	: 	0 	4.59084 	; 
	8561 	3663 	: 	20 	17.8526 	; 
	8561 	8562 	: 	0 	inf 	; 
	8561 	10353 	: 	72.6667 	6.2678 	; 
	8562 	5128 	: 	1244.54 	4.76186 	; 
	8562 	8561 	: 	72.6667 	14.3687 	; 
	8562 	8734 	: 	0 	inf 	; 
	8563 	1990 	: 	0 	15.8899 	; 
	8563 	5424 	: 	1097.47 	3.36594 	; 
	8563 	8899 	: 	0 	inf 	; 
	8564 	1132 	: 	0 	40.1834 	; 
	8564 	4548 	: 	78.3333 	26.5771 	; 
	8564 	5888 	: 	2725.13 	8.91433 	; 
	8564 	6949 	: 	2980.89 	4.37075 	; 
	8565 	7733 	: 	220.8 	8.56658 	; 
	8565 	8451 	: 	812.3 	14.5494 	; 
	8565 	9709 	: 	0 	inf 	; 
	8566 	2002 	: 	0 	inf 	; 
	8566 	9709 	: 	315 	6.85373 	; 
	8567 	4832 	: 	94.2 	19.5465 	; 
	8567 	5155 	: 	0 	inf 	; 
	8568 	1487 	: 	2073.63 	18.4793 	; 
	8568 	1488 	: 	0 	inf 	; 
	8568 	4836 	: 	37 	10.1025 	; 
	8569 	2716 	: 	44 	19.3238 	; 
	8569 	7439 	: 	22 	72.2087 	; 
	8569 	10326 	: 	75 	34.3955 	; 
	8570 	6725 	: 	0 	77.2904 	; 
	8570 	7152 	: 	0 	13.0827 	; 
	8571 	1227 	: 	639 	28.4834 	; 
	8571 	3528 	: 	355.533 	3.75326 	; 
	8572 	4470 	: 	377.933 	79.8942 	; 
	8572 	4585 	: 	4098.84 	70.2363 	; 
	8572 	5772 	: 	4939.39 	30.8207 	; 
	8572 	7045 	: 	0 	109.189 	; 
	8573 	1978 	: 	0 	inf 	; 
	8573 	5694 	: 	30 	22.4927 	; 
	8574 	2943 	: 	2754.13 	0.583888 	; 
	8574 	2944 	: 	119.425 	28.2864 	; 
	8574 	5694 	: 	0 	inf 	; 
	8574 	5888 	: 	2874.42 	8.18284 	; 
	8575 	1126 	: 	0 	inf 	; 
	8575 	3825 	: 	1497.79 	20.0663 	; 
	8575 	5259 	: 	4348.77 	17.1303 	; 
	8576 	3824 	: 	232.433 	0.896895 	; 
	8576 	7490 	: 	909.951 	36.2072 	; 
	8577 	2649 	: 	327.6 	38.5351 	; 
	8577 	4465 	: 	247.733 	9.37053 	; 
	8577 	7490 	: 	29.6 	45.1307 	; 
	8578 	3822 	: 	0 	inf 	; 
	8578 	8114 	: 	6959.48 	1.90104 	; 
	8579 	1797 	: 	0 	inf 	; 
	8579 	3657 	: 	9992.55 	5.73145 	; 
	8579 	4005 	: 	0 	inf 	; 
	8580 	8581 	: 	0 	inf 	; 
	8580 	10519 	: 	263.75 	9.30665 	; 
	8580 	10520 	: 	123.175 	1.46741 	; 
